ID,QUANTITY,VARIANT_ID,PRICE,ORDER_ID
a7f2fac99284ceeb33c94610d1fb4912,4,0f36375ffe8fa71c8097626255c2ec32,31,b120d675687075ed1ab164bbfb5be92f
74e1e9234ce64d2c10b4d18fd3e23bba,1,06ea2e7298899bb4dc9612851ec2cba7,528,76b05d2edc2bb7c51ea876608da000f7
f96bbf7364e0330c04bfaf5d12c41462,1,2f52588a9e9d62defc7e40ecc0543846,65,49cf45232e4a995da11b1042f74e08c1
56a42dfe975bbba21591c513bfccd702,2,17b06055339968d07a7fe99c0fbed296,87,9176561fe171847d2d77e59f1da1dc9e
04641bca9d09a2472c2566426914a3d7,4,0f36375ffe8fa71c8097626255c2ec32,31,7cdf023da530f147cb10550f72601c35
cc209fa2c575e351e917c079b96e178a,2,ec0d59a537139a379155f1b52a177161,292,7cdf023da530f147cb10550f72601c35
a9e2a51036f153f77ad0d6cd3d08995c,3,eb485784b1409d48d9eadf28656b23f0,1044,790eb108557ef3edbd74bcd2e74e667c
a7881ae30e32840ef0265ec39f14a205,1,ec0d59a537139a379155f1b52a177161,292,8973e585c269d27b50291c9449c84a1b
511d51d1433ac3ecdfa34bd50f6fdce6,3,c280c5ec525d62aeb9ca30bc6fd5df11,112,bd6c7024a1885484cbf46df1a837ea4e
1da606728454cc98838ef1afa3828084,3,76732a33899c8e949628fd678fa24dee,297,bd6c7024a1885484cbf46df1a837ea4e
305fa1edca81f940b56a25d2b9878d33,1,ec0d59a537139a379155f1b52a177161,292,605f154fb359fa5b2c98dc41cabb1ee1
7254dc7683a775d201163290d80d77ea,1,2f52588a9e9d62defc7e40ecc0543846,65,587e526185bdfdfc4e77a27c4d847fd8
36b469e8dac512d25bda943e5ec1abdb,1,25ca6eddb001ffb525f6c5069d058371,198,f93402e656890a2bf92b09ed5f454043
1ffff736e7ddc9bc5983a5f9f753d664,2,0f36375ffe8fa71c8097626255c2ec32,31,cda5e992fdddb68793c7d035f41951d0
0d3aa2d9707181224df46e17f3f93046,3,f57607201850203d04b4a03bb96a1205,1360,cda5e992fdddb68793c7d035f41951d0
68230caa8241547c0d8ee8ad47ce273a,3,813cf2effca97980c34b5542ea92acd4,73,e4aab734bad651dd5d3b95b5be3e2f35
b559ca388c83e0d1227d370a3297e6cf,1,be31aa2a1230ac23696ad1a0de30b7ec,320,14b199f527951af340d932ae8e09762e
929e4b5e2c686c8a2f4bfd32bcbaa36a,2,0f36375ffe8fa71c8097626255c2ec32,31,14b199f527951af340d932ae8e09762e
7b09bb03858d2f7f31c53011f7678ce2,2,0f36375ffe8fa71c8097626255c2ec32,31,ed0f64b8fdbafa9f8daee994afd49bf5
6bd40f8ecab5c55792636352872c9493,1,50f1fb0930e41be88918cfee17e6963b,606,ed0f64b8fdbafa9f8daee994afd49bf5
67fc6f294a7f6b47a2cc7323e270807d,3,1d48f98c572e6edf0cd6b62946b6de32,254,c317e3129d6daf499f4365ed1722abf6
e0a962a5cfd4c4bb1fc7b1ca7e662d33,1,0be8a548fff560a3988da6efd6786fc4,76,569a5fb642c9834db6d51f8bcd35e18c
b4f91f3ce94c350cb300e20aadd36018,1,324f79b20e424f45f4903cfa1b1b705d,242,569a5fb642c9834db6d51f8bcd35e18c
035cfafb79e086cd04e4f43131079535,1,2f52588a9e9d62defc7e40ecc0543846,65,51d9302a10519242df0c5b6614d53e10
ab23af48a7a28e08fd6b5046a65a56b7,3,8e8331ea754b3a222c4b4b9103ed4c7e,141,87da2d21d18a699f0eb87e110e4fe4ab
9f4738f4a28314288f8c133a6c5b805b,1,2f52588a9e9d62defc7e40ecc0543846,65,4110bbef3aa5b901168d2b57d35d1f02
141101c9856811e48483d1cf6c7e031d,3,f36351e1cf9d1a98b7d6ef55f8ac298d,182,51c97836e517afea7a9fe76f4c4e1948
33afd498b80beff084c5d72d9f173b24,3,c521f7e07f50c1acd1f82a9c0036e263,1649,2b5121efd1a789bcb0319beeed735ea1
e03d06bf49be586e594408b46acdf4e6,2,78ac567381520c6fa66ab21ba2644ee9,156,2b5121efd1a789bcb0319beeed735ea1
0ace612b1f804a0976e519162affa34b,3,baa1af933b5278375d4825004c9f6a1f,1221,081c64378a82ff709c4b656db67ed905
562ecff1fa1fb57a955c1a958aafd5de,3,8e8331ea754b3a222c4b4b9103ed4c7e,141,081c64378a82ff709c4b656db67ed905
fc240ef76b155ed970e4f975cee70855,10,0f36375ffe8fa71c8097626255c2ec32,31,081c64378a82ff709c4b656db67ed905
acda257ea3a24a33ea9a766a79b25aa1,2,0f36375ffe8fa71c8097626255c2ec32,31,e7f62b543565798506375931251ba4ad
eb0d03088788332b1ef4853dc4f18e3d,3,b529fe27d94f14e759cf8ef0607ed42a,987,e7f62b543565798506375931251ba4ad
fe9365604d6c3a214eff53e70badb563,2,e0aeb8001cedc0cc95d35b54c101f4d4,18,238aa67d10c70b1e65daba15bad61f87
ba3005c5f438eb607ae70dc2b576092d,2,18f3e16eb584c2f9d4cef1bd824659de,41,447d4d26bbffb8319cf000a334aa4b35
bcd3c68b6ecedbd2907fbeda47364acd,2,18f3e16eb584c2f9d4cef1bd824659de,41,265290cd87920f3351835cd04a0dc355
647281301ac354f80a03f9f23648732a,2,18f3e16eb584c2f9d4cef1bd824659de,41,52ff00dc0274a828f4b16f9b81757600
05cd42cc1a424368e43b8b692818b0bc,1,1ed143366ce9c22aba8e87ecff9cfc20,17,62c304c8d9ee9bda409ad6a496ab61f2
e1bf4ee9e30bab626e9a49141121ccb1,3,9ea76d0b20518af7547e69727ab3c98d,26,d51fc0f69de96fa23b6df899722c6e24
02593b9b39e060656ca71b94f6c92005,3,76732a33899c8e949628fd678fa24dee,297,e0bbad5f1edfa4c5ad4e9018c4e74006
010b650118e2517ae9b7190639b7a9d8,1,805aecbee9d8279c55997e362c7a4035,249,a1172d82317246aad6e499524b007430
c04d16976637928ccf469b7c222cc7ee,2,0f36375ffe8fa71c8097626255c2ec32,31,a1172d82317246aad6e499524b007430
7ed55d33b0bfa2eee3d271d4c10ce29a,2,28990fb4df3e6af9f9bea042f3501a92,148,a1172d82317246aad6e499524b007430
7366e364cd0b95162bcb8c8bbe3efa86,2,4dc6688f2eb29e182361df4f301c3030,24,e5f1d7b8cd1e3c6d5aa07960f801eb06
332d09a02ca77e681aa85217e4777684,3,076ed2cac4c6a32a95572437ec8b265c,38,fea9b5cdf46509f255f99b01d8ea099a
d13a337b30dffd13425051c1340e75d9,1,25ca6eddb001ffb525f6c5069d058371,198,ea5ef99a23aadb486c4d1f9582f56ff6
175946c7e6bc9080f1e06856891e11aa,3,eb485784b1409d48d9eadf28656b23f0,1044,0557852a545f6ba1564dff5a9bf33e07
ec2d9feb8167a4a5f99348190d2cdbce,2,eaf54ed7b1975850a70fb2fc03960a26,23,0557852a545f6ba1564dff5a9bf33e07
d63e2ccf13faeee038400625dc1fc007,3,08103b0bf9cf49d3daf3621b882da88b,112,5bdfa223c89864ca57ed9db6983899f4
8b59c89fe536a7e6c8a049916317cc4c,1,35edf91c207af243d6e24802e8a59243,30,5505e80b13a680ac5b2169190dad9ae5
9c52b75bed6cfb75567ed26031649143,1,72d05fd739beaa274228bb7b115460ac,95,5505e80b13a680ac5b2169190dad9ae5
519315f1d2aec72c4b6f2ae9af2a0050,3,b529fe27d94f14e759cf8ef0607ed42a,987,5505e80b13a680ac5b2169190dad9ae5
d304a935be8abef84e4b7df63cd6e9ed,2,0f36375ffe8fa71c8097626255c2ec32,31,a90c18879d8d18ebc63e0a84e909a79b
654f7ae674da431cf001431d5a56ba2b,3,b529fe27d94f14e759cf8ef0607ed42a,987,a90c18879d8d18ebc63e0a84e909a79b
3c7765c679ab4e1a75d6b8279d38a549,3,8e8331ea754b3a222c4b4b9103ed4c7e,141,a90c18879d8d18ebc63e0a84e909a79b
522a4bb96e04a6dda785b229a3a3fcdc,2,0f36375ffe8fa71c8097626255c2ec32,31,961b1c5e94acf2138d3c37d0263be628
54d7c9557af670674ad7db2628faad66,1,19bd4471d4b41c2f900282cee215a32d,388,961b1c5e94acf2138d3c37d0263be628
2e70e563d78d5c000ec6772c7e428a84,1,272bb3286dc50ab282d7c324f9b25549,352,e895a1e8bc18905d882b5d4af8f8c48c
6a7478cfeac0e541e3e84dd688d23f6f,3,42fa834d5e86efb52c32441fa006e24f,89,e895a1e8bc18905d882b5d4af8f8c48c
3880460459b833d25bdf5bfb84a84c89,2,0f36375ffe8fa71c8097626255c2ec32,31,5b1d92446c68e5c6d9d8a9c3edf352dc
f28c64d1078c28c52120134e5fda2402,2,0f36375ffe8fa71c8097626255c2ec32,31,29c9834db48f00258fb60bf9aa15e768
2df7ec848c7973a90b965bbca3bceb73,1,19bd4471d4b41c2f900282cee215a32d,370,29c9834db48f00258fb60bf9aa15e768
6728db6e56dc6042c2cf9d4a26dbf280,1,1ed143366ce9c22aba8e87ecff9cfc20,17,de1f3f39d9b11dad8deb1e94b26b1ee4
bce468a6fc10483b8e3568e737132521,2,0f36375ffe8fa71c8097626255c2ec32,31,de1f3f39d9b11dad8deb1e94b26b1ee4
d270e448846972a4910872235283427a,3,76732a33899c8e949628fd678fa24dee,297,9456e528b52a644d3ae1a292bdf7f605
3ad3106fd9c779c58b9e3996e93ab18e,1,0be8a548fff560a3988da6efd6786fc4,76,9456e528b52a644d3ae1a292bdf7f605
3a2227be59eaf6ac872e2aae507b55be,3,b529fe27d94f14e759cf8ef0607ed42a,987,9456e528b52a644d3ae1a292bdf7f605
e05486a16c40f231a7b4122a1213c021,2,cf4f2f331a175c416c77155093ac53a4,842,9456e528b52a644d3ae1a292bdf7f605
d666aa5d61997ec6c23a287ed6d368be,1,50f1fb0930e41be88918cfee17e6963b,606,daf726a7f5b6861d061a1ad8fb3d0543
e3b6d2149f3af48f18d1660d3cb76f1f,2,0f36375ffe8fa71c8097626255c2ec32,31,abde26c9cc3175444ff633e1b329eee5
7232a67a202bbf046e7816713904a3bd,1,aff672009d36fa870ef9371539f3ee41,509,abde26c9cc3175444ff633e1b329eee5
5dfc2f00c2481cc40de2827a69851b77,4,0f36375ffe8fa71c8097626255c2ec32,31,a897d85358cedd51cbf775c37519e305
d8050b236ad96956db032bffbab86e0a,3,b529fe27d94f14e759cf8ef0607ed42a,987,809e55438bcf796346319ca271a1a0f8
6005d0a99ed236df90330db84354053d,2,0f36375ffe8fa71c8097626255c2ec32,31,dbd73ae4700970aceb8ed6fce593df85
a3ae42160777e8f1769e81c576a6b39a,2,bbdd1aca647d38923129d117d50c4659,781,dbd73ae4700970aceb8ed6fce593df85
9b84fd670b8f420bf0dcbf1324038800,2,0f36375ffe8fa71c8097626255c2ec32,31,27bd76a9bfcb19e90181d7e5979bf622
6249dfde1254b7a3044de9f222188b66,1,50f1fb0930e41be88918cfee17e6963b,606,27bd76a9bfcb19e90181d7e5979bf622
0a572861ee7a1c01ad2c6f35d5009f34,1,50f1fb0930e41be88918cfee17e6963b,606,531965b2262588857e60b9afe120700d
b3e5cd5b885934c1ebb5abb84e0b9562,1,be31aa2a1230ac23696ad1a0de30b7ec,320,0901d7ee23e055b2221e8e06a32fcf0e
bb96bb54f1428ba3f8041a8d9882410e,2,0f36375ffe8fa71c8097626255c2ec32,31,06b0d79b67da50b16acd46a7336d2246
eaf5f48fd5f0d3af27aa201b8c523534,3,eb485784b1409d48d9eadf28656b23f0,1044,06b0d79b67da50b16acd46a7336d2246
2f8ec9266be9c652fa56e08de99be6e7,1,272bb3286dc50ab282d7c324f9b25549,352,21e4ca280695c49170874372d4c9ed0b
3acfc3cb7bed5db0a903348e3d393064,1,f434b16490b4180a59d8d34b9bf061c1,60,21e4ca280695c49170874372d4c9ed0b
1cd6e57f62ac9c67337a1dbdb5ec2189,3,76732a33899c8e949628fd678fa24dee,297,21e4ca280695c49170874372d4c9ed0b
cf44635975158581e719fb13ebbfbb58,1,0be8a548fff560a3988da6efd6786fc4,76,21e4ca280695c49170874372d4c9ed0b
1d1d63ed3f2d8489ae180720f1b32e68,2,266bd4e6ee11ef8023a1d9a179b864a7,96,4eada4e12019d1098995c7d4dfe2cce9
5627f13b9a248607a0d42742456d409a,2,4dc6688f2eb29e182361df4f301c3030,24,4eada4e12019d1098995c7d4dfe2cce9
e11999a618233ac72258a79a340684c2,3,076ed2cac4c6a32a95572437ec8b265c,38,4eada4e12019d1098995c7d4dfe2cce9
fb655d35d3c5803750bf548c7bd85b2a,2,ea05999db57443cd5c3598616f480d6f,123,566f4d01a1f3c97e0768b2ce674ee91e
703f29cb3f0bfa87ea230a29a922c2e8,2,6354995eaf4aa6cb67029ce2bf72e76e,61,3722cba8bce7bec4c09fd48d3284a52a
fec3b4bfb148e36bd2ca99f253337b28,1,0be8a548fff560a3988da6efd6786fc4,76,7d9274f3ec365a70a33df4f5522bdfea
ef476b0820944187f234d29956e201da,2,0f36375ffe8fa71c8097626255c2ec32,31,070d00f5f4f9201ef1a81d934d64a88d
eab87342a0f06f4c6fea5b0c13f8f796,2,e3777aa2f69d84979bea7489b7201e5f,84,070d00f5f4f9201ef1a81d934d64a88d
cdc267877c8bb7562e2bb089c6fbeb07,2,b1b3219b8295cb53a2136d97f11dd7e7,743,070d00f5f4f9201ef1a81d934d64a88d
77c7fff2aaba4078db7a3452e09a37c5,6,42fa834d5e86efb52c32441fa006e24f,89,bc54649c0fbd03522a0a770e082e539a
24127de6f1175f0ff337d65cf3540009,1,53a75ace9338ef63baefab8d626a3917,543,bc54649c0fbd03522a0a770e082e539a
1753d422a1dcaba486c5806fa5f818bb,2,dbb6ffdda949732fbfec9021123761d9,627,bc54649c0fbd03522a0a770e082e539a
07498d835116804b6b5c3d7d19a49eba,1,e2eb78dc196e12cc13b31ef027a238b7,82,bc54649c0fbd03522a0a770e082e539a
6c7d2907e9ab4e4ecf017f1812f05172,3,76732a33899c8e949628fd678fa24dee,297,bc54649c0fbd03522a0a770e082e539a
3a7496314b2066646419325df9d21fd1,2,28990fb4df3e6af9f9bea042f3501a92,148,5ec69d2bd73683b42b1b46dc11ae98c6
1020e918c428c2ebeb6219c4d28d091e,1,19bd4471d4b41c2f900282cee215a32d,370,b792fe68cae0b38805df24e014d4b801
76815a16dad330d47ff8c20b75feeb5b,3,e164595a547352c6346651da2939ea3f,1258,3560f518aced9939d2bab3aeaee00be4
1d7d8a07014316ac23bb0fd1b7f8b9b0,3,eb485784b1409d48d9eadf28656b23f0,1044,2dd35dbdfce0d4f6e05e19118bc2b56b
782d596772ced8f770fd1ea4d9d3ad17,1,50f1fb0930e41be88918cfee17e6963b,606,d6dfb1ba2107bc66197db8674fe0aab3
edc898764660228b69d6e41693bd8abf,2,0f36375ffe8fa71c8097626255c2ec32,31,a4c222bf4172e8590c730ef638863472
9c2a9c6a290325429dbb1c44d1dd0de4,1,50f1fb0930e41be88918cfee17e6963b,606,a4c222bf4172e8590c730ef638863472
0ed0a8836164b9469892fdd7953ec2ca,45,eb485784b1409d48d9eadf28656b23f0,1103,97a65678ffa81fc766a7e34a2ec626e9
815da5cceab5c27137758342c80d8e2b,10,a41e882eb2f06b42a0eb04f8cf727c57,801,97a65678ffa81fc766a7e34a2ec626e9
9131085818057e2d6f1772a83dd1cbb4,40,0f36375ffe8fa71c8097626255c2ec32,31,97a65678ffa81fc766a7e34a2ec626e9
1db7bd6e421382c2c79998adcfbd4762,3,9ea76d0b20518af7547e69727ab3c98d,26,c9b3b3bca857c599c820a853da90d376
bb116b0a1e98d6e6ba4bcf8fd24cfc88,2,0f36375ffe8fa71c8097626255c2ec32,31,18bd3cbc7bb9f10d633b6579ccb0f3bc
bd9d98e5f11685a2cf8b48cf313852e0,2,72d05fd739beaa274228bb7b115460ac,95,18bd3cbc7bb9f10d633b6579ccb0f3bc
93116f597026b192c4d8dbfa86103ae2,2,9d34ccf60178cd6dc3e5c602e0759570,924,18bd3cbc7bb9f10d633b6579ccb0f3bc
86534ac302ab457b555675d36090569d,2,0f36375ffe8fa71c8097626255c2ec32,31,0ba255a5f9da85dbde95acb35ca8606f
e489582e3654aeb3bd765996b7333658,2,9d29eb50c20360dba8c8cb41fab13c48,994,0ba255a5f9da85dbde95acb35ca8606f
c91c16a6961ecd1653ae74348af7ea52,1,50f1fb0930e41be88918cfee17e6963b,606,26fbf09d8b006cbb48c85ca73d2ac80b
00a301f690d8841ccc5781a89494260f,2,0f36375ffe8fa71c8097626255c2ec32,31,26fbf09d8b006cbb48c85ca73d2ac80b
4cc9fbbcadf33f77d6516da1461b5d1e,3,eb485784b1409d48d9eadf28656b23f0,1044,709a90088ac2ccf4ae8eadbd07704488
28a0473a01c3026c72f509e323de107f,2,0f36375ffe8fa71c8097626255c2ec32,31,65af78bb7be1befb74b638ef894786c7
02cb41c85589d39248a4ff9d7c54eed1,3,eb485784b1409d48d9eadf28656b23f0,1044,65af78bb7be1befb74b638ef894786c7
778f1feb6250384c5504ad3ece15ef5c,2,0f36375ffe8fa71c8097626255c2ec32,31,ed6b1ffb19785da79768e5a057384bed
dada5b5203b69486c8cf27bdc3e9e165,1,50f1fb0930e41be88918cfee17e6963b,606,ed6b1ffb19785da79768e5a057384bed
d519c5dfad42e7894a2473afc37f2978,2,0f36375ffe8fa71c8097626255c2ec32,31,340d7330eb8c91c5cac7c4cc419fbbec
d84a4c114ab98caa4615f395f5762c3b,2,722cbbae62dfa4992325b3ef67fbdc44,62,340d7330eb8c91c5cac7c4cc419fbbec
0aaa23dd6bbef408b85533c683041ae1,3,7962374a469bae0aae85ac0ef4703d28,770,340d7330eb8c91c5cac7c4cc419fbbec
4de341bb20dad63b43f11381be8b8346,3,42fa834d5e86efb52c32441fa006e24f,89,c9260a7aeb02f9da725c7c45d6595eda
1766f806250e1d8c30e390ac782fbbf3,2,0f36375ffe8fa71c8097626255c2ec32,31,c9260a7aeb02f9da725c7c45d6595eda
7eafb5b8681f100e09804e3ed796aacf,3,f38c742c4994f972ede64c24882e91b6,135,c9260a7aeb02f9da725c7c45d6595eda
5573340a630930de59a43335f5529039,1,0be8a548fff560a3988da6efd6786fc4,76,c9260a7aeb02f9da725c7c45d6595eda
c11f5ae1552cacee6aea1ba69d8575c1,1,3041683dfbeb7999a5eb6ef62b5a1384,581,c9260a7aeb02f9da725c7c45d6595eda
c4bde9387114fc4e227daff7af7fc02a,3,b529fe27d94f14e759cf8ef0607ed42a,1041,a2dfc5b521039eba0bb00f75c5232ed6
04971cc06c06fa1fffc4656242e36395,3,8e8331ea754b3a222c4b4b9103ed4c7e,141,a2dfc5b521039eba0bb00f75c5232ed6
4fd86cd64ad84a970c4f5c7508f55fe8,3,b529fe27d94f14e759cf8ef0607ed42a,987,8df3660de541c087b257876088f89477
f897a7fc0da0993e95b133e5d489e33b,2,0f36375ffe8fa71c8097626255c2ec32,31,852e4651c3b7b7fd14efe4d2b8b341ae
1c1132d50b734ae5af1b014c03cf7ce2,3,b529fe27d94f14e759cf8ef0607ed42a,987,852e4651c3b7b7fd14efe4d2b8b341ae
e8ecd0ca93f23ff734207f03e4e77566,3,eb485784b1409d48d9eadf28656b23f0,1044,9cf1608529edc2ca8b39181a855e9a7c
8a745cefdfa61732f16f207d44f5651c,2,0f36375ffe8fa71c8097626255c2ec32,31,f8cbfa9970848fd8b830e612de439af8
9eef2ab73154ef33af6b8e512b57fead,2,61740f90e09b1b6abc2c1106e1fe6f1f,26,c506092b3fedc6f6088372b742b22e96
43404d4f2ac2dfcf4004a7cfd558535b,2,0f36375ffe8fa71c8097626255c2ec32,31,891585bf2c5be3ba002ac6b370c9b193
a187a0064b3a55701941922a0b607b2a,2,bbdd1aca647d38923129d117d50c4659,781,05871d91827ec1e48d541801b7d2b536
d02f2a6668eb6d8dd370884a4daab9a7,2,8ef4298d2f567f7a526ba7f3597d21ba,360,e33ba361b15a4ea6886158e3a8eae342
4f18d5e0e14aaf64dec60d3420e0883c,1,25ca6eddb001ffb525f6c5069d058371,198,e33ba361b15a4ea6886158e3a8eae342
9fd5fbb9fe28b1bde230d018027e3bb3,28,0f36375ffe8fa71c8097626255c2ec32,31,e33ba361b15a4ea6886158e3a8eae342
a57c1d7b6e96111c12e9b7893193a70d,2,0f36375ffe8fa71c8097626255c2ec32,31,65e9f91070373bdbd18fad2e808be8a8
35bb73dfd915d6e4e0f304579783de8c,1,50f1fb0930e41be88918cfee17e6963b,606,65e9f91070373bdbd18fad2e808be8a8
e240d2db858866920056fefbef6129ba,2,0f36375ffe8fa71c8097626255c2ec32,31,ece55e1fd424fe2031aa94048bfed94b
aa6f561fb1329afd36abf251387a560c,1,72d05fd739beaa274228bb7b115460ac,95,ece55e1fd424fe2031aa94048bfed94b
3a32c1ff3a6b83f18cd6a2c7181e22c8,3,8e8331ea754b3a222c4b4b9103ed4c7e,141,ece55e1fd424fe2031aa94048bfed94b
a565b10ecec3afa0dda2952018dd7a5b,3,e2d3c6087c191b74fc1a0c9852b22d18,120,ece55e1fd424fe2031aa94048bfed94b
bd7a22badff11df0f12c154deec50189,1,eaf54ed7b1975850a70fb2fc03960a26,23,ece55e1fd424fe2031aa94048bfed94b
dec02ac7bbe65762b0bd32d4206fd766,3,813cf2effca97980c34b5542ea92acd4,73,ece55e1fd424fe2031aa94048bfed94b
1bf4e5748317fe15b78faade6883bddd,2,0f36375ffe8fa71c8097626255c2ec32,31,b50abe280acb5c4a1e7dc3b2f65c6985
c4c2abee28be4d67a77bbf242e1fe8f3,3,b529fe27d94f14e759cf8ef0607ed42a,987,b50abe280acb5c4a1e7dc3b2f65c6985
970067b4dbd33f48bdcd2c804a115a61,3,eb485784b1409d48d9eadf28656b23f0,1044,d760709b862995434b3f659237593228
22b28acc775cdf024d6e14a3c0ac7101,2,6b1bbfb29332cc74dbeb85f4af2f79bd,61,d760709b862995434b3f659237593228
d3032c7f08b4fe17301618a192b35608,12,bb55f21df5399f09f587c141daa4a666,247,43ebe08c2ddef79420823d606e264f14
4a7b1debd17e84faa2ceee8f66c08caf,6,a0c98bed97a2642f60fd8d9b2a123876,63,43ebe08c2ddef79420823d606e264f14
beecf661859badfc2dbcfdde19c7c49b,12,2e1d7f1f7102140937625a7a4d89b055,48,43ebe08c2ddef79420823d606e264f14
b39f26125edbcb82274f8ab58bfa0592,6,6052500aa9fff8ed44bef6b064b67fb6,63,43ebe08c2ddef79420823d606e264f14
b3f6a7716b144904f8d4a78a0b9a0901,12,2bdc1dc91a49e5480cfc56d2bf0d9815,83,43ebe08c2ddef79420823d606e264f14
5f92baaf0ce0d8ce8deff1ca0c67d6ce,18,9e25c660c8a89b97cded1c785cddcd2c,38,43ebe08c2ddef79420823d606e264f14
451d4c41d78bfea6cac4c13b888c02d1,12,28990fb4df3e6af9f9bea042f3501a92,148,43ebe08c2ddef79420823d606e264f14
b3037e43ff75adbbe61c76fe3b4730e7,6,d6578119a3972b36911d13444a05deed,95,43ebe08c2ddef79420823d606e264f14
3a9c392269e6377830cd3abfc05b4563,6,1ca51d376ba05f67b21e6e74435f2455,5,43ebe08c2ddef79420823d606e264f14
681d5fa05fcb08616ae2a72ac71d5a1f,2,0f36375ffe8fa71c8097626255c2ec32,31,d6cfc15549476eb99e49a71755c60eb2
2a4d10b57915c0c59d5bf8c851e915be,1,50f1fb0930e41be88918cfee17e6963b,606,d6cfc15549476eb99e49a71755c60eb2
8fccc69d38547655d319ec2a7313a454,2,61740f90e09b1b6abc2c1106e1fe6f1f,26,5b0b935e5a35d59064c910f578314921
cc0653c05e2987334de67ce0f9f19136,404,66714dfe25034069607256728572f6d1,46,67fa728f1a9e2388ca2a825c7332d2c5
81422a4f82fe9d5d4e05548552a57a10,3,b529fe27d94f14e759cf8ef0607ed42a,987,be76f913274040402cb6145b619d233c
282794e35dca646c04b68fe0190f1cd7,3,9ea76d0b20518af7547e69727ab3c98d,26,9de7772db100bf0fdba1da8318c9c11f
d0092f873461e2d6233634248ffd628a,1,19bd4471d4b41c2f900282cee215a32d,370,958d70d29434677f6f310581a2063d58
b68cc9d9b2061eba75e591bbd178fea3,2,9d34ccf60178cd6dc3e5c602e0759570,924,958d70d29434677f6f310581a2063d58
ff91b448297c726d15c33ed89f3e28af,3,076ed2cac4c6a32a95572437ec8b265c,38,6c3ba1d922c016224dc67b3f1963ac93
4da47b16d266fc091e48277a3ca933b3,3,076ed2cac4c6a32a95572437ec8b265c,38,6c3ba1d922c016224dc67b3f1963ac93
1c3ad79b3304ced1e205c9093501ceba,1,25ca6eddb001ffb525f6c5069d058371,198,7123d66a784ba05210e12239831f7aab
f74e42c6fe478ab9f2410ed4e7bcf7ba,1,0be8a548fff560a3988da6efd6786fc4,76,ae6d831c1315353d246ee59542824577
8fea59e5c1e9506a569b38861dddd61c,1,eaf54ed7b1975850a70fb2fc03960a26,23,c8e9ee902f3b06462fd5388d6fdfa6ae
7ba0d3d7452b83c372a5d0f44dee13e3,2,50f1fb0930e41be88918cfee17e6963b,606,0963c69eb69c37aeafeedbb54ea3799e
b8f6c7821de1b8b2fadc9c3fd14281ed,4,dffe89000e10a9b8cfe36f73225e343c,803,0963c69eb69c37aeafeedbb54ea3799e
